LDTS,125A0205-QIC,125A0252-UI,125A0252-UI_A50,125A0254-FI,125A0255-XI,125A0266-PIC,125A0270-TIC,125A0272-FIC_A3,125A0285-WI,125A0292-FIC_A2,125A0321-WI,125A0406-QI1,126A0125-UI,126A0164-UI,126A0159-HS,126A0013-QIC,126A0015-QI,126A0020-FIC_A30,126A0103-QI_A1,126A0103-QI_A3,126A0171-HS,126A0043-SI,126A0044-WIC,126A0045-PIC,126A0051-FIC_A3,126A0053-TIC,126A0054-FIC_A3,126A0077-QT1,126A0077-QT2,126A0079-QT,126A0081-FIC_A3,126A0116-QI,126A0118-QI,126A0129-QI,126A0174-QIC,126A0224-FIC_A3,126A0226-FIC_A3,126A0228-FIC_A3,126A0231-TIC,126A0251-QI,126A0288-PICZ,126A0299-FIC_A1,126A0317-QI_A1,126A0317-QI_A3,126A0320-PDIC,126A0545-QI1,126A0547-QIC,126A0202-PIC,126A0252-QI,126A0269-SI,126A0270-WIC,126A0271-PIC,126A0272-PIC,126A0277-FIC_A3,126A0279-TIC,126A0280-FIC_A3,126A0286-QI,126A0287-FIC_A1,126A0300-PDIC,126A0316-QI,126A0318-QI,126A0333-QI,126A0405-PIC,126A0406-FIC_A30,126A0409-FIC_A30,126A0414-TIC,126A0503-QI_A1,126A0503-QI_A3,126A0546-QI1,126A0548-QIC,126A0435-SI,126A0436-WIC,126A0443-FIC_A3,126A0446-FIC_A3,126A0450-QT1,126A0450-QT2,126A0503-QI_A2,126A0504-TIC,126A0516-QI,126A0519-QI,126A0534-QIC,126A0535-QIC,126A0466-QI
2021-06-27T20:31:49.1670000,9.90300465,3295.23389,2.7080369,13.9672441,2.21150327,7.75507879,,0.131546676,188.075348,3.36739421,174.327698,6.70500755,46.0586586,,54.2043571,10.5146399,12.882699,16.4215622,2.1241231,0.0505119301,1.0,2.97638416,240.314041,0.394826114,1.86453676,80.2098236,4.47660637,132.784927,72.2317581,2.46237493,0.301359177,7.43736219,10.6951399,2.73004293,8.68805218,10.0768986,2.17597532,4.98466444,77.0357666,2.13083577,11.0544415,30.0,2.02038741,0.0,8.8025589,63.0662842,11.0050545,2.82522655,80.7916565,2.70037985,312.431519,0.391034812,0.391034812,3.91555691,75.951355,4.00063038,10.226037,0.38885209,1.41874003,5.11600447,12.5240555,10.0967569,8.37081528,3.71847057,0.0010987292,75.8702927,2.07154417,0.0,84.1058655,5.02253056,2.65445447,424.293945,3.61203098,3.91030574,46.3996201,72.8278503,1.37679994,62.3223648,0.924334407,12.9463911,5.25779724,3.37768245,89.5981445
2021-06-27T21:31:38.3800000,8.60000038,3298.63965,3.05478692,13.8667603,2.29981875,7.78636122,,0.128079757,186.508148,3.47089505,181.072571,7.01344824,46.1213455,,52.0557861,10.8354788,12.3509884,16.0559177,2.11668801,0.0155416429,1.0,3.00182295,250.485596,0.395767689,1.84652853,78.1163559,4.35013056,70.2432022,76.8478775,2.56051517,0.301209509,5.35716438,11.2663898,2.8120172,8.98245811,9.85633755,2.00763154,5.01157331,77.5107346,1.93810725,11.4424925,30.0,2.03999662,0.000769966689,8.9728508,62.6561737,11.1372433,3.64234638,78.7382584,2.62068582,324.194214,0.375154972,0.375154972,3.89295554,75.2742004,3.95657802,10.0414877,0.238697112,1.28371608,5.43144608,12.9051056,9.97191238,8.26266098,3.90803385,0.00219742442,74.9070053,2.08513355,0.0,83.4668579,4.99572515,2.53986549,392.255768,3.60307455,3.91002536,46.2327156,71.9408646,1.41919994,62.2079163,0.735846519,14.3675394,5.32560825,3.46466398,90.0180511
2021-06-27T22:31:49.5770000,8.47553635,3748.91821,2.92678976,13.8849869,1.89464998,7.74439669,,0.115774743,187.678589,3.27165556,173.177109,6.88640928,43.9972725,,49.9095001,10.8801146,12.1886806,15.7531033,2.13967252,0.0136601878,1.0,2.89961624,272.219177,0.382386774,1.87485743,79.084404,4.3762393,64.3061523,78.0877457,2.6346209,0.293359548,6.47843456,11.6636915,2.8450644,8.93170834,10.1878033,2.00909948,5.09176874,76.4978561,2.10596991,11.0964308,30.0,2.10286903,0.0,8.82788658,62.1077728,11.2387218,2.66928959,78.3740997,2.77624726,320.814545,0.381258935,0.381258935,3.89968204,76.2184067,3.72662973,10.0097284,0.284774274,1.35766661,5.84141493,12.5404825,9.95040512,8.27725315,3.89853954,0.00186780852,74.9117737,2.06033063,0.0,83.562233,5.00271463,2.14522052,423.089539,3.55501676,3.75583982,43.5383873,71.8788757,1.41799998,64.0963287,1.31830561,15.9769917,5.14935637,3.34849787,89.2424698
2021-06-27T23:31:48.9700000,8.52918434,3751.64478,2.94203997,13.8153763,1.740821,7.72761106,,0.110539779,191.368423,3.33186817,178.830902,6.87439251,44.0588036,,54.1358833,10.7076778,12.251708,15.7942743,2.11422896,0.0109022073,1.0,3.11888814,231.254578,0.381301075,1.86649334,77.6967087,4.42165852,76.8240356,77.6728668,2.67153072,0.323871166,6.44551802,11.1627855,2.8111589,8.89419746,9.95809937,1.92457688,4.95061588,77.1731033,2.04466081,11.2680082,30.0,2.05159926,0.0,8.94654655,62.2460632,11.2580824,2.90033388,78.3740997,2.75733685,320.572174,0.423509777,0.423509777,3.89173818,85.5412445,3.58520198,9.97424889,0.349922121,1.3802582,5.93357325,12.6270504,9.92889786,8.36824036,3.98323488,0.00106727134,80.3433456,2.07841849,0.0,83.2570343,5.01535988,2.71478796,426.949249,3.42192721,3.4239831,44.3252258,76.4997635,1.42780006,64.0104904,1.39460802,14.9532185,5.2921319,3.42432046,89.4015274
2021-06-28T00:31:59.1670000,8.79098701,3733.56689,2.84190965,13.9096298,1.36069226,7.68106794,,0.101620972,181.667709,3.24439406,183.611832,6.98426342,42.3926392,,57.1744576,10.7561274,12.2421303,15.8463097,2.10505104,0.00618890813,1.0,3.18012214,244.608994,0.395273715,1.85263693,78.65522,4.41180754,60.6819267,77.0386276,2.75708151,0.299872786,7.72147608,10.9483318,2.96394849,8.97096252,10.024477,2.01118731,5.02837038,77.0472107,2.10492897,11.1222801,30.0,2.01683903,0.0,8.76724243,62.0553169,11.2847872,4.3657608,77.928215,2.8336544,295.039063,0.357129216,0.357129216,3.87689877,85.5126343,4.0217042,9.90586567,0.316771448,1.38811827,5.62841225,12.2845945,9.83237934,8.19227505,3.90968585,0.00213473337,79.6852646,2.0786612,0.0,83.9198837,4.85264111,2.95724821,412.206055,3.42528439,3.3920126,48.092514,77.4439621,1.45640004,63.9675713,1.89617825,13.766571,4.89785433,3.02804017,89.192955
2021-06-28T01:31:38.7830000,8.92403412,3622.1228,2.69218969,13.7893047,1.60849357,7.97558403,,0.0979683846,180.695648,3.33348536,178.870575,7.29327631,45.348362,0.0,59.3975029,10.7912254,12.2551594,15.807704,2.10842729,0.0278658178,1.0,3.12744308,218.005356,0.390320361,1.8739934,79.1893158,4.4957056,57.8922272,78.0829773,2.63490701,0.299574167,6.93901253,11.1305933,3.27639484,5.0789957,10.2318354,2.06868839,4.9540863,76.474968,2.09134889,11.2252827,30.0,2.05001903,0.0,8.87318897,62.0648537,11.345541,4.43109226,78.3207626,2.19159651,291.554016,0.332141161,0.332141161,3.90639973,86.1850204,3.94381356,9.98741055,0.475344867,1.02371883,7.06354761,16.0,9.70019054,8.32532215,3.98857641,0.0010095468,79.6948013,2.07359529,0.0,82.6132584,4.96553993,3.00722599,368.654205,3.38784337,3.39444232,47.3772049,77.081543,1.46640003,64.1535492,1.67163897,12.4556236,4.88412046,3.17310452,89.3229523
2021-06-28T02:31:58.2800000,8.80944252,4456.47803,3.02464914,13.6240311,1.17255569,7.58645678,,0.0824373811,197.597504,3.22602057,187.916641,7.78998613,97.3908386,0.0,26.2339363,11.1322842,12.1166325,13.1421671,2.1152463,0.0179386567,0.0,2.76656699,175.862335,0.397590786,1.58741343,79.9332352,4.42396545,82.570343,73.9008102,2.70987129,0.24734129,13.8991289,13.3039017,3.04377675,10.5026751,12.1790085,3.02281618,3.31606388,75.776825,2.09962797,10.8895435,30.0,2.05717087,0.0173068047,8.91295815,69.475441,11.3902712,4.16881275,77.6857681,2.96220088,258.341827,0.395946592,0.395946592,3.60850668,85.5984726,3.82037807,9.98741055,0.511535645,1.44070292,9.11902809,13.6363468,9.89847374,8.1381979,3.89255166,0.000689980341,80.7248459,2.07837105,0.000770940445,85.1120605,5.18585539,3.0468483,261.845795,3.29176712,3.39234877,52.8373871,78.0448227,0.614300013,63.1616592,5.36979723,14.0893583,5.25264692,3.5779686,88.2095642
2021-06-28T04:31:58.6230000,9.07124519,3961.50854,2.98162627,13.8256617,1.49359858,7.57272291,,0.0926156268,196.407242,3.31562829,196.466751,7.76537943,106.040321,0.0,27.4467754,12.7715788,11.6662407,13.2072392,0.957198203,0.0168235619,0.0,3.59705472,162.216797,0.38757962,1.60816264,78.6361465,4.50018501,36.9575577,77.1912231,3.05121613,0.248582169,14.1501884,11.6129522,2.95321894,10.3678474,9.96259403,3.04775262,3.25741243,77.2818298,2.13630176,11.3311071,30.0,2.06137609,0.0,8.94373798,69.6948013,11.714735,2.72579885,86.6755295,3.17066717,192.388214,0.39074868,0.39074868,3.18470502,87.8445358,3.54608178,10.4246063,0.724632502,1.39401436,9.63100719,13.1767826,10.4665709,8.04721069,6.03733873,0.00133403053,79.7234116,2.06851506,0.0,85.2646637,5.14657402,3.15198159,221.991425,3.27843857,3.262326,57.3199806,78.3834,0.577300012,64.1583176,8.48186874,12.9555664,5.2434907,3.27381992,90.7530212
2021-06-28T05:31:38.4400000,8.94034386,3776.12646,2.98698378,13.6668396,1.63785648,7.37663317,,0.0961065963,196.387405,3.38002324,189.642532,7.63319063,103.044502,0.0,26.8420277,12.7338104,12.3533258,14.9121056,0.936623812,0.0399909988,0.0,3.56958961,145.719162,0.407139271,1.59235251,79.0700989,4.45473099,69.9570847,77.0052414,2.88354802,0.250393838,15.0,11.7041998,2.84549356,10.3467026,10.1727343,3.12220192,3.29352975,76.8927078,2.13630176,11.0578241,30.0,0.995687425,0.00019049464,8.81010818,69.9475403,11.7848349,2.89771104,85.7581177,3.22784925,186.006134,0.39036718,0.39036718,3.19524002,88.8555069,3.75765157,10.0878401,0.389294863,1.42100906,10.7919388,12.9424,10.290844,7.68326187,6.03963232,0.0,80.739151,2.08493519,0.00739757763,87.1101532,5.18191385,3.24630928,207.852936,3.27504992,3.36262894,52.3605156,78.4835434,0.57980001,64.9260864,8.85565186,12.6060944,5.14048672,3.63547945,91.503685
2021-06-28T06:31:58.8270000,8.91158772,3953.17432,2.84177566,13.5314598,1.62947762,7.61316156,,0.0919898897,197.676865,3.27320552,186.448639,7.47696733,103.007698,,26.9365444,12.6590366,12.4033022,14.9869261,0.937723219,0.0399909988,0.0,3.54099846,147.668198,0.398145914,1.59040952,79.0939407,4.69560194,75.9656677,76.9909363,2.94477844,0.245767713,15.0,11.7978354,2.88927031,10.5367918,10.1709995,2.86726356,3.36868215,75.994278,2.35141706,11.1212864,30.0,0.941250265,0.00333984825,8.82983971,70.1287537,11.7280874,2.75059605,86.373024,3.19745708,182.139954,0.411874115,0.411874115,3.11769962,85.2742004,3.71746087,9.94964218,0.366232663,1.44417274,9.43002033,13.0657969,10.1990461,7.713305,4.42921066,0.000667034648,79.6423416,0.936471701,0.00260440959,87.5727234,5.15079594,3.42731047,207.562256,3.29284692,3.38162231,53.7911301,79.1130142,0.574100018,64.6828766,9.89603233,11.9060163,5.25264692,3.84549379,90.9127197
2021-06-28T07:31:39.6570000,9.09227467,3839.99683,2.73099399,13.5861263,1.68135619,7.44148779,,0.0953353643,193.828323,3.26857209,192.935608,7.44606638,107.776619,,27.548708,12.88412,12.3149405,14.7920332,0.940294743,0.0640707314,0.0,3.47391129,145.814529,0.397778183,1.58945596,79.4611359,4.45800257,66.5951385,77.3628998,2.95479274,0.251138359,15.0,12.0260201,2.91673827,10.4840775,10.2110586,2.66457129,3.36853218,76.8526459,2.43336535,11.3020525,30.0,0.938000739,0.000789796934,8.95797253,69.6423416,11.6786833,2.81068206,86.2914734,3.24856043,180.013031,0.382546484,0.382546484,3.10956931,84.2918472,3.6951704,10.059514,0.2905792,1.45429325,10.7422314,12.8604527,10.2745829,7.77596569,4.20013571,0.000444663427,79.9523087,0.952514112,0.000240243317,87.47258,5.2002697,3.43496442,204.079514,3.27402258,3.37252116,54.1964722,79.5660477,0.559400022,63.9914131,9.42246819,12.4594421,5.20829773,3.92074394,90.9616394
2021-06-28T08:31:49.9230000,8.79570866,4173.06104,2.99853325,13.9046926,1.35811341,7.44911766,,0.0925543308,205.731049,3.36677647,192.201614,7.49012899,110.730186,,27.9719982,12.8650455,12.2202377,14.8574266,0.937460899,0.0640707314,0.0,3.47998953,151.630676,0.382995278,1.60937214,79.6184998,4.50002384,83.5002365,77.1959915,2.98311877,0.249515653,15.0,12.0051966,2.91759658,10.4659872,10.2391806,2.46548176,3.34577155,76.1030045,2.38745046,11.1633196,30.0,0.938000739,0.000789796934,8.80151081,69.4515991,11.6753454,2.84072495,86.0828171,3.18214869,185.697342,0.36866954,0.36866954,3.09778047,84.6733398,3.80733275,10.0732479,0.136644632,1.41755843,10.588727,13.1288509,10.2740583,7.69613743,4.21197414,0.000889406132,79.513588,0.927512228,0.00118697889,87.4582748,5.17065525,3.55878353,192.406219,3.27788901,3.34764194,53.2427292,79.2083893,0.553600013,63.4620857,9.49031258,12.0321817,5.06838369,3.76137352,90.6551514
2021-06-28T09:31:58.8400000,8.54635239,4301.40381,2.89672232,13.858633,1.2686466,7.60629463,,0.0878764093,209.182816,3.29978967,195.236816,7.5576539,112.941391,,27.7128201,12.8123989,12.1207781,14.5371761,0.910747051,0.0877439976,0.0,3.50362802,157.614288,0.420889258,1.58096874,79.003334,4.48461342,61.9217949,77.6537857,2.99284697,0.246440902,15.0,11.9241991,2.94849777,10.562521,10.2073069,2.25838923,3.29191899,77.5393448,2.46053576,11.2589722,30.0,0.921266496,0.00494206743,8.93196964,68.5693817,11.728755,2.91463995,85.7024689,3.33275723,179.905396,0.396757275,0.396757275,3.11111617,83.6719131,3.64469409,10.0163088,0.0074271746,1.47227156,12.3739147,12.5359249,10.2478304,7.63605165,4.20604515,0.0,79.742485,0.92277658,0.000575560902,88.0972824,5.01396608,3.53717113,183.890152,3.28187776,3.35578108,54.9356232,79.5040512,0.547999978,64.2298508,10.0874233,11.8600216,5.15364838,3.76480699,90.4608078
2021-06-28T10:31:48.7870000,8.41545105,4160.56396,3.04875565,13.8987494,1.22929895,7.41096783,,0.0905612782,200.35498,3.35482883,190.29718,7.59828377,115.866707,,27.2105656,12.8299475,11.6248236,13.9500656,0.929021001,0.116333134,0.0,3.31857443,158.128433,0.392094523,1.591905,78.6075363,4.64915371,68.5503082,78.1354294,3.03319025,0.249335751,15.0,12.5895014,2.96909881,10.6554232,10.1336145,2.06751561,3.25997663,77.6366272,2.45506549,11.1692209,30.0,0.915027201,0.000259312714,8.82690048,68.4024811,11.8449211,2.80019093,86.0234909,3.33275723,164.837204,0.416499764,0.416499764,3.08641696,83.6862183,3.79210234,10.11588,0.00400734693,1.40724885,10.6833515,12.5355568,10.359561,7.62746811,4.20969391,0.495814979,80.1096802,0.934461474,0.0037670678,88.264183,4.82588434,3.60155702,184.26442,3.27775192,3.37160873,55.3409653,79.3896027,0.528800011,64.4969025,10.4872999,11.7491293,5.18884134,3.67696714,90.2201462
2021-06-28T11:31:58.7630000,8.53476429,3994.85645,3.05227804,14.0683327,1.3448801,7.18283272,,0.0915642902,195.097946,3.34665179,198.450531,7.5359087,116.071175,,26.667572,12.6388178,11.5750494,13.744709,0.911986291,0.123812951,0.0,3.45815229,159.637039,0.393440694,1.61148167,78.5979919,4.52301216,78.6599884,78.4072495,2.9793992,0.251570284,15.0,12.081008,2.99871254,10.5362997,10.1082745,2.04534006,3.2578845,77.3047256,2.46100521,11.0985241,30.0,0.920136392,0.000336478173,8.83516312,68.2069626,12.068574,3.64663815,85.5989304,3.33185697,170.09201,0.390700996,0.390700996,3.11249495,81.7262726,3.72434044,10.0783978,0.227803543,1.51067758,12.4415483,12.5394936,10.3291368,7.54248953,4.28758621,0.798464298,80.3814926,0.914290309,0.00130847492,87.9017639,4.78922749,3.45747685,171.461868,3.32201505,3.36038113,56.2708626,79.1654739,0.511699975,64.2441559,10.5489798,11.9565554,5.21888447,3.69699574,89.9556274
2021-06-28T12:31:39.5330000,8.52832603,4305.72998,3.12831378,14.1472845,1.3027972,7.3796854,,0.0867812485,189.801239,3.28512239,197.81572,7.57596588,114.977776,,27.2346992,12.5751076,11.3789587,13.3893824,0.929724693,0.123812951,0.0,3.42303276,159.311707,0.397649169,1.58891463,78.6599884,4.71611357,74.8927078,78.4549332,2.9896996,0.249043673,15.0,12.205492,2.96223187,10.5105505,10.2694206,2.0419867,3.28063726,77.2246094,2.66546059,11.2395573,30.0,0.910169005,0.00127561053,8.89234543,68.1163559,12.0178347,2.9093945,86.002037,3.4149282,165.971771,0.40844062,0.40844062,3.08971715,83.7434387,3.63419986,10.059514,0.443749696,1.54209948,14.0854988,12.2321692,10.2751074,7.57510757,4.24079895,0.80095613,79.5421982,0.90839082,0.010251251,88.3357162,4.76523066,3.53582072,183.545731,3.26514268,3.35270953,56.2947083,79.003334,0.511099994,64.3156891,11.2950907,11.8648186,5.14105892,3.60171676,90.262085
2021-06-28T13:32:00.0070000,8.44978523,4263.25195,2.96370912,13.9365635,1.15874088,7.05007172,,0.0889822841,207.536285,3.3607111,200.731903,7.61888456,120.726357,,26.4394894,12.4568434,11.0523977,13.2818117,0.909295499,0.14098148,0.0,3.41898036,163.820099,0.389755338,1.5842967,78.6742935,4.63678408,81.5450668,78.831665,2.95994282,0.24990125,15.0,12.2176714,2.91802573,10.4167223,10.2641888,2.03955412,3.27721548,76.7439194,2.64797974,11.1891794,30.0,0.909268916,0.00178407354,8.85157204,68.0400543,12.3917017,2.92250848,86.2295609,3.38138461,160.18869,0.390796363,0.390796363,3.08394837,81.7691956,3.579252,10.093276,0.782726288,1.51771474,12.1640844,12.3547554,10.3453979,7.50643778,4.45511246,0.796907902,80.5817795,0.903721094,0.0031925186,88.7887421,4.69157124,3.49214602,180.779572,3.28815818,3.35629058,56.2708626,79.3419189,0.521700025,64.0009537,11.2162952,12.0742836,5.1565094,3.48755383,90.1562576
2021-06-28T14:31:38.9230000,8.74463558,4193.73438,2.98785543,14.007432,1.29906344,7.27515507,,0.0878364816,196.506424,3.44641924,183.433289,7.71158838,117.799004,,26.7862873,12.4682884,11.0508709,13.0134935,0.905446827,0.163949996,0.0,3.5115068,158.762436,0.400998265,1.60451257,78.4978485,4.44636297,85.7176895,78.9937973,3.01602292,0.248970181,15.0,11.8969383,2.97982836,10.2731447,10.6173096,2.01984692,3.25897741,76.6237488,2.97998691,11.2544537,30.0,0.90786612,0.000408193737,8.89949417,67.7539291,12.4798279,2.82141161,86.5163116,3.3142972,158.469055,0.405484021,0.405484021,3.09764695,82.7515488,3.76184869,10.1035767,0.951673746,1.48264003,11.0999832,12.6062841,10.3286123,7.46180248,4.53482485,0.801320374,80.0190735,0.91227591,0.00146781292,88.3404846,4.62810993,3.44014239,181.563705,3.30109143,3.36887097,59.2989998,78.8745804,0.518899977,64.1058655,11.0030327,12.2128172,5.15536499,3.48412037,90.1086197
2021-06-28T15:31:39.8970000,8.60858345,4329.03223,2.91742039,14.0289431,1.10423625,7.28125906,,0.0879506469,195.21698,3.18125677,183.86972,7.74020052,118.192184,,26.4496689,12.3725319,11.3892517,13.6225643,0.903659165,0.133578822,0.0,3.47391129,152.526733,0.396425337,1.61062336,78.4978485,4.51992464,104.220314,78.8221283,2.86895585,0.250858724,14.966013,12.02707,2.85021472,10.3378687,10.4698658,2.01067328,3.34276676,76.7782593,2.97364759,11.1845274,30.0,0.915912032,0.000963756407,8.87177372,67.5822601,12.3509769,2.87529802,85.8552475,3.36967778,166.677567,0.388745815,0.388745815,3.09848547,82.994751,3.53519869,10.0866957,0.915564179,1.59353638,12.1247454,12.3994579,10.2772055,7.45579386,4.86513281,0.901361346,79.8140182,0.903541327,0.000296728656,88.8745804,4.62715769,3.35729647,180.192398,3.28642106,3.33627629,59.5374336,79.0605621,0.518599987,64.0820236,10.2088871,12.4017019,5.2223177,3.54020047,89.9170227
2021-06-28T16:31:48.7330000,8.41459274,4415.56348,3.2310915,14.0117807,1.02781975,7.11416292,,0.0837598816,214.499374,3.29111266,201.128662,7.69613791,123.311165,,26.7824402,12.5064373,11.2628937,13.5982647,0.910705864,0.145115763,0.0,3.57161546,154.045029,0.399466842,1.58558643,78.9174957,4.53525829,107.439201,78.6838303,2.9127326,0.252565175,15.0,11.6983976,2.86051512,10.299634,10.298769,2.02479649,3.24886298,77.2074432,3.22532344,11.2685814,30.0,0.902172029,0.000175716661,8.9145565,67.4868851,12.3776817,2.7956605,86.5609131,3.32915568,163.928665,0.40224129,0.40224129,3.10778642,81.9980927,3.51538944,10.1070099,0.892809033,1.54459751,12.1751795,12.5500212,10.2997618,7.47381973,4.44520092,0.899189591,79.8855515,0.893005431,0.0,88.8841171,4.57744646,3.42685986,177.284424,3.3123548,3.36465621,59.0128746,79.3705292,0.517199993,63.9532661,10.0342464,12.2670822,5.29814053,3.55278993,90.3915787
2021-06-28T17:31:38.7500000,8.33304691,4209.6499,3.24727249,14.0396042,1.08326471,7.17672873,,0.0927364007,213.467804,3.35264444,196.089844,7.64349127,125.837547,,26.4662971,12.5129232,11.2050047,13.7580614,0.928175986,0.142695412,0.0,3.47436142,154.299393,0.398999393,1.58096874,79.1082458,4.53050995,114.735336,78.6456833,2.90100145,0.248568326,15.0,12.0255117,2.86051512,10.3457174,10.7341328,2.03504062,3.30771303,76.8354797,2.86138654,11.2134047,30.0,0.900889277,0.0026009588,8.90867233,67.2198334,12.3429661,2.93299961,86.7307816,3.3536942,162.583344,0.42083928,0.42083928,3.09529305,82.994751,3.58262944,10.0829754,0.907256186,1.54451263,11.9211779,12.4580164,10.3328085,7.47210312,4.19481754,0.900262654,80.1669006,0.895786703,0.0,89.0653305,4.60933208,3.39106512,179.889786,3.31398535,3.30975461,58.8221283,79.0224075,0.513800025,64.2632294,10.6944113,12.6946554,5.18826914,3.57110167,90.3292389
2021-06-28T18:31:49.6330000,8.35665226,4220.43018,3.22720075,13.9947205,1.16790688,7.24082041,,0.0894512087,206.22699,3.31958914,197.299942,7.65608025,125.551102,,26.4240284,12.3992367,11.265377,13.6853838,0.893029213,0.0998263806,0.0,3.48156524,152.079636,0.39502576,1.60503209,79.1654739,4.36336851,131.330475,78.7172165,2.88669538,0.250223428,15.0,12.0004578,2.89742494,10.2656021,10.7787704,2.01631641,3.25612974,77.0586548,2.81272912,11.1779613,30.0,0.902732909,0.00019313574,8.88881397,67.043396,12.3035765,2.91487837,86.7522583,3.30641747,162.633698,0.407582253,0.407582253,3.09332156,82.3414383,3.5182817,10.1098709,0.852749109,1.56065023,10.9703274,12.6354208,10.3081541,7.49270391,4.19327641,0.900510728,80.1239853,0.895320177,0.00112027815,88.5932236,4.6313591,3.32195163,187.484238,3.26235938,3.36101818,58.0352898,78.9842606,0.532199979,63.9580345,10.9494553,12.6565104,5.13791132,3.57224607,90.0939941
2021-06-28T19:31:59.5330000,8.30858421,4255.9873,3.21043777,13.9711399,1.06714606,7.17443943,,0.0872940272,211.484024,3.28077412,198.648926,7.6680975,127.233963,,26.8904743,12.3298044,11.4860697,14.1492252,0.916322291,0.138648212,0.0,3.44464469,152.438156,0.404054016,1.60625529,79.1034775,4.53634739,153.314255,78.4501648,2.88783979,0.250216365,15.0,12.1283846,2.87253213,10.3663998,10.2992315,2.05000091,3.29006672,77.2417755,2.77789807,11.2476006,30.0,0.916439712,0.00164100679,8.92035103,66.8764877,12.3009062,2.88865042,86.3713455,3.27174854,159.43866,0.398044825,0.398044825,3.10131216,83.3237915,3.69697094,10.1241779,0.84226501,1.52780616,9.86253262,12.7696781,10.3354311,7.49184561,4.25192881,0.899634302,80.038147,0.908663273,0.000428914936,88.7792053,4.59115219,3.35684586,178.985596,3.28118825,3.33049631,56.7477341,78.7553635,0.513999999,64.1487808,9.12562847,12.8947725,5.18369102,3.53304744,90.1913452
2021-06-28T20:31:48.9900000,8.2223177,4306.48096,3.20492816,13.9906969,1.04012549,7.17749166,,0.0882513225,202.755356,3.32955217,190.317017,7.713305,129.682297,,26.7424507,12.4709587,11.3869572,13.853941,0.919124842,0.158239603,0.0,3.43406367,154.186813,0.394844145,1.61069286,78.4024811,4.68482733,133.857895,78.4072495,2.80629468,0.246105582,15.0,12.1661043,2.86480689,10.2721033,10.5288734,2.05350304,3.32305574,76.9670944,2.92069936,11.1811857,30.0,0.913722873,0.00164100679,8.89757729,66.7906494,12.3142586,2.81735826,86.7029037,3.28277993,159.924408,0.396423459,0.396423459,3.08256531,82.7134018,3.56875944,10.1545067,0.853891373,1.56565547,11.4113722,12.7262182,10.3480206,7.51416302,4.18488932,0.900549471,79.9761581,0.908194959,0.0,88.8745804,4.56051397,3.49552345,179.693634,3.2559936,3.31001663,56.6046753,78.950882,0.518999994,64.3156891,8.93315697,12.7983265,5.13161659,3.47925615,89.8688049
2021-06-28T21:31:40.3130000,8.15879822,4259.93555,3.16933846,13.9314699,1.06536984,7.29346704,,0.0915865451,216.959274,3.34103513,196.684967,7.91759682,131.916855,,26.5161514,12.3603239,11.2001829,14.1511526,0.918969035,0.11646156,0.0,3.37845802,161.287354,0.389169514,1.60367548,79.1940842,4.55655003,128.540771,78.2784882,2.85321903,0.25085029,15.0,12.3658113,2.90901279,10.4276772,10.7276764,2.04786229,3.26493692,76.7897034,2.72212529,11.2273397,30.0,0.911227167,0.00063535251,8.8836422,66.8240356,12.3262749,2.7453506,86.2971191,3.22469759,177.214233,0.373295188,0.373295188,3.11614227,82.8373871,3.67115641,10.1387701,0.768029928,1.56001139,11.2547293,12.9561834,10.3244162,7.52102995,4.19885206,1.00185847,79.9284668,0.899080276,0.0,88.9699554,4.48960733,3.46107912,202.69928,3.31096983,3.29127264,55.6270866,78.9556503,0.522599995,64.0343323,10.5159044,13.0108652,5.19685268,3.42317605,89.4950027
2021-06-28T22:31:59.1770000,8.1562233,4335.80957,3.21595192,14.0151405,1.07776928,7.23853111,,0.0861533433,212.575104,3.32999182,199.958221,8.0234623,134.412155,,26.7693653,12.3874102,10.8769732,13.5384235,0.915034473,0.0897290558,0.0,3.35639572,166.553986,0.41105783,1.60883462,79.5231247,4.62061071,128.731522,78.5550766,2.89127326,0.249334514,14.4669561,12.4478092,2.944206,10.3797483,10.5361862,2.00928545,3.20509362,76.9899902,2.74291396,11.2421398,30.0,0.911367655,0.0,8.93268108,66.733429,12.3249397,2.80138302,86.699501,3.26679564,179.358963,0.379828334,0.379828334,3.10007787,83.4716263,3.69099355,10.1999998,0.694440007,1.62717831,11.7603083,13.0897083,10.3700523,7.66094446,4.29050303,0.998061776,79.9093933,0.902118087,0.0,88.6313782,4.4838891,3.46760774,200.990692,3.25292087,3.34327745,55.9132118,78.6599884,0.541299999,64.1630859,10.4687462,13.0112123,5.23404884,3.30586553,89.8052368
